id_observacion,fecha,semana,id_area,rol_observador_id,rol_observado_id,tarea_id,tipo_observacion,estado,riesgo_id,is_control_critico,control_critico_id
OBS_000188,2024-11-27,3,STM,STM_ROL_05,STM_ROL_05,STM_TA_015,OPG,OPG+,,False,
OBS_000189,2024-11-27,3,STM,STM_ROL_06,STM_ROL_06,STM_TA_018,OPG,OPG+,,False,
OBS_000967,2024-11-27,3,STM,STM_ROL_02,STM_ROL_08,STM_TA_019,OCC,OCC+,R01,True,R01CP05
OBS_000971,2024-11-27,3,STM,STM_ROL_07,STM_ROL_07,STM_TA_012,OCC,OCC+,R01,True,R01CC04
OBS_000190,2024-11-27,3,TME,TME_ROL_03,TME_ROL_03,TME_TA_013,OPG,OPG-,,False,
OBS_000191,2024-11-27,3,TME,TME_ROL_05,TME_ROL_05,TME_TA_008,OPG,OPG+,,False,
OBS_000976,2024-11-27,3,TME,TME_ROL_04,TME_ROL_04,TME_TA_009,OCC,OCC+,R02,True,R02CP01
OBS_000981,2024-11-27,3,TME,TME_ROL_03,TME_ROL_04,TME_TA_015,OCC,OCC+,R03,True,R03CC03
OBS_000194,2024-11-28,3,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_001,OPG,OPG+,,False,
OBS_000192,2024-11-28,3,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_005,OPG,OPG+,,False,
OBS_000193,2024-11-28,3,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_013,OPG,OPG+,,False,
OBS_000195,2024-11-28,3,PLC,PLC_ROL_06,PLC_ROL_06,PLC_TA_009,OPG,OPG+,,False,
OBS_000196,2024-11-28,3,PLC,PLC_ROL_02,PLC_ROL_02,PLC_TA_006,OPG,OPG+,,False,
OBS_000197,2024-11-28,3,STM,STM_ROL_07,STM_ROL_07,STM_TA_004,OPG,OPG-,,False,
OBS_000198,2024-11-28,3,STM,STM_ROL_06,STM_ROL_06,STM_TA_018,OPG,OPG-,,False,
OBS_000199,2024-11-28,3,STM,STM_ROL_06,STM_ROL_06,STM_TA_013,OPG,OPG-,,False,
OBS_000200,2024-11-28,3,TME,TME_ROL_07,TME_ROL_07,TME_TA_003,OPG,OPG+,,False,
OBS_000201,2024-11-28,3,TME,TME_ROL_04,TME_ROL_04,TME_TA_006,OPG,OPG+,,False,
OBS_000204,2024-11-29,3,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_014,OPG,OPG+,,False,
OBS_000205,2024-11-29,3,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_012,OPG,OPG+,,False,
OBS_000202,2024-11-29,3,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_009,OPG,OPG+,,False,
OBS_000203,2024-11-29,3,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_005,OPG,OPG-,,False,
OBS_000206,2024-11-29,3,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_016,OPG,OPG+,,False,
OBS_000970,2024-11-29,3,PLC,PLC_ROL_02,PLC_ROL_05,PLC_TA_014,OCC,OCC+,R01,True,R01CP02
OBS_000975,2024-11-29,3,PLC,PLC_ROL_01,PLC_ROL_06,PLC_TA_004,OCC,OCC-,R02,True,R02CP04
OBS_000207,2024-11-29,3,STM,STM_ROL_08,STM_ROL_08,STM_TA_004,OPG,OPG+,,False,
OBS_000973,2024-11-29,3,STM,STM_ROL_08,STM_ROL_01,STM_TA_008,OCC,OCC-,R01,True,R01CC05
OBS_000208,2024-11-29,3,TME,TME_ROL_07,TME_ROL_07,TME_TA_011,OPG,OPG+,,False,
OBS_000977,2024-11-29,3,TME,TME_ROL_01,TME_ROL_07,TME_TA_002,OCC,OCC-,R02,True,R02CC05
OBS_000212,2024-11-30,3,CHP,CHP_ROL_06,CHP_ROL_06,CHP_TA_010,OPG,OPG+,,False,
OBS_000213,2024-11-30,3,CHP,CHP_ROL_08,CHP_ROL_08,CHP_TA_019,OPG,OPG+,,False,
OBS_000209,2024-11-30,3,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_015,OPG,OPG+,,False,
OBS_000210,2024-11-30,3,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_010,OPG,OPG+,,False,
OBS_000211,2024-11-30,3,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_016,OPG,OPG+,,False,
OBS_000968,2024-11-30,3,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_005,OCC,OCC+,R01,True,R01CC03
OBS_000214,2024-11-30,3,PLC,PLC_ROL_07,PLC_ROL_07,PLC_TA_009,OPG,OPG+,,False,
OBS_000215,2024-11-30,3,PLC,PLC_ROL_07,PLC_ROL_07,PLC_TA_012,OPG,OPG+,,False,
OBS_000216,2024-11-30,3,STM,STM_ROL_04,STM_ROL_04,STM_TA_019,OPG,OPG+,,False,
OBS_000217,2024-11-30,3,STM,STM_ROL_03,STM_ROL_03,STM_TA_018,OPG,OPG-,,False,
OBS_000218,2024-11-30,3,STM,STM_ROL_08,STM_ROL_08,STM_TA_007,OPG,OPG+,,False,
OBS_000219,2024-11-30,3,TME,TME_ROL_02,TME_ROL_02,TME_TA_014,OPG,OPG+,,False,
OBS_000220,2024-11-30,3,TME,TME_ROL_03,TME_ROL_03,TME_TA_010,OPG,OPG+,,False,
OBS_000225,2024-12-01,3,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_020,OPG,OPG+,,False,
OBS_000226,2024-12-01,3,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_004,OPG,OPG+,,False,
OBS_000221,2024-12-01,3,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_014,OPG,OPG+,,False,
OBS_000222,2024-12-01,3,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_015,OPG,OPG+,,False,
OBS_000223,2024-12-01,3,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_019,OPG,OPG+,,False,
OBS_000224,2024-12-01,3,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_018,OPG,OPG-,,False,
OBS_000969,2024-12-01,3,MRA,MRA_ROL_07,MRA_ROL_04,MRA_TA_018,OCC,OCC+,R01,True,R01CM04
OBS_000227,2024-12-01,3,PLC,PLC_ROL_11,PLC_ROL_11,PLC_TA_012,OPG,OPG+,,False,
OBS_000228,2024-12-01,3,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_002,OPG,OPG+,,False,
OBS_000229,2024-12-01,3,PLC,PLC_ROL_11,PLC_ROL_11,PLC_TA_013,OPG,OPG+,,False,
OBS_000980,2024-12-01,3,PLC,PLC_ROL_09,PLC_ROL_12,PLC_TA_004,OCC,OCC+,R03,True,R03CM01
OBS_000230,2024-12-01,3,STM,STM_ROL_07,STM_ROL_07,STM_TA_004,OPG,OPG-,,False,
OBS_000231,2024-12-01,3,STM,STM_ROL_05,STM_ROL_05,STM_TA_008,OPG,OPG+,,False,
OBS_000232,2024-12-01,3,TME,TME_ROL_04,TME_ROL_04,TME_TA_015,OPG,OPG+,,False,
OBS_000233,2024-12-01,3,TME,TME_ROL_08,TME_ROL_08,TME_TA_005,OPG,OPG+,,False,
OBS_000234,2024-12-01,3,TME,TME_ROL_01,TME_ROL_01,TME_TA_016,OPG,OPG+,,False,
OBS_000238,2024-12-02,4,CHP,CHP_ROL_08,CHP_ROL_08,CHP_TA_004,OPG,OPG+,,False,
OBS_000239,2024-12-02,4,CHP,CHP_ROL_08,CHP_ROL_08,CHP_TA_011,OPG,OPG-,,False,
OBS_000235,2024-12-02,4,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_004,OPG,OPG+,,False,
OBS_000236,2024-12-02,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_012,OPG,OPG+,,False,
OBS_000237,2024-12-02,4,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_007,OPG,OPG+,,False,
OBS_000240,2024-12-02,4,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_004,OPG,OPG-,,False,
OBS_000241,2024-12-02,4,STM,STM_ROL_02,STM_ROL_02,STM_TA_006,OPG,OPG+,,False,
OBS_000242,2024-12-02,4,STM,STM_ROL_04,STM_ROL_04,STM_TA_017,OPG,OPG+,,False,
OBS_000243,2024-12-02,4,TME,TME_ROL_06,TME_ROL_06,TME_TA_014,OPG,OPG+,,False,
OBS_000246,2024-12-03,4,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_015,OPG,OPG+,,False,
OBS_000247,2024-12-03,4,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_001,OPG,OPG+,,False,
OBS_000248,2024-12-03,4,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_009,OPG,OPG+,,False,
OBS_000988,2024-12-03,4,CHP,CHP_ROL_03,CHP_ROL_05,CHP_TA_017,OCC,OCC+,R03,True,R03CP01
OBS_000244,2024-12-03,4,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_021,OPG,OPG+,,False,
OBS_000245,2024-12-03,4,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_013,OPG,OPG-,,False,
OBS_000996,2024-12-03,4,MRA,MRA_ROL_05,MRA_ROL_07,MRA_TA_008,OCC,OCC-,R02,True,R02CC01
OBS_000249,2024-12-03,4,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_004,OPG,OPG+,,False,
OBS_000984,2024-12-03,4,PLC,PLC_ROL_01,PLC_ROL_11,PLC_TA_009,OCC,OCC-,R03,True,R03CP03
OBS_000250,2024-12-03,4,STM,STM_ROL_03,STM_ROL_03,STM_TA_012,OPG,OPG+,,False,
OBS_000251,2024-12-03,4,STM,STM_ROL_08,STM_ROL_08,STM_TA_004,OPG,OPG+,,False,
OBS_000252,2024-12-03,4,STM,STM_ROL_08,STM_ROL_08,STM_TA_017,OPG,OPG+,,False,
OBS_000253,2024-12-03,4,TME,TME_ROL_07,TME_ROL_07,TME_TA_013,OPG,OPG+,,False,
OBS_000254,2024-12-03,4,TME,TME_ROL_06,TME_ROL_06,TME_TA_012,OPG,OPG+,,False,
OBS_000986,2024-12-03,4,TME,TME_ROL_02,TME_ROL_07,TME_TA_008,OCC,OCC+,R03,True,R03CC05
OBS_000989,2024-12-03,4,TME,TME_ROL_03,TME_ROL_06,TME_TA_003,OCC,OCC-,R03,True,R03CC05
OBS_000259,2024-12-04,4,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_017,OPG,OPG+,,False,
OBS_000260,2024-12-04,4,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_019,OPG,OPG+,,False,
OBS_000261,2024-12-04,4,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_016,OPG,OPG+,,False,
OBS_000995,2024-12-04,4,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_007,OCC,OCC+,R02,True,R02CM04
OBS_000255,2024-12-04,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_022,OPG,OPG+,,False,
OBS_000256,2024-12-04,4,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_020,OPG,OPG+,,False,
OBS_000257,2024-12-04,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_011,OPG,OPG+,,False,
OBS_000258,2024-12-04,4,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_004,OPG,OPG+,,False,
OBS_000262,2024-12-04,4,PLC,PLC_ROL_11,PLC_ROL_11,PLC_TA_006,OPG,OPG+,,False,
OBS_000263,2024-12-04,4,PLC,PLC_ROL_08,PLC_ROL_08,PLC_TA_010,OPG,OPG+,,False,
OBS_000264,2024-12-04,4,PLC,PLC_ROL_06,PLC_ROL_06,PLC_TA_015,OPG,OPG+,,False,
OBS_000265,2024-12-04,4,STM,STM_ROL_01,STM_ROL_01,STM_TA_016,OPG,OPG+,,False,
OBS_000266,2024-12-04,4,STM,STM_ROL_07,STM_ROL_07,STM_TA_018,OPG,OPG+,,False,
OBS_000267,2024-12-04,4,TME,TME_ROL_07,TME_ROL_07,TME_TA_016,OPG,OPG+,,False,
OBS_000268,2024-12-04,4,TME,TME_ROL_08,TME_ROL_08,TME_TA_016,OPG,OPG+,,False,
OBS_000273,2024-12-05,4,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_009,OPG,OPG+,,False,
OBS_000274,2024-12-05,4,CHP,CHP_ROL_06,CHP_ROL_06,CHP_TA_018,OPG,OPG+,,False,
OBS_000275,2024-12-05,4,CHP,CHP_ROL_01,CHP_ROL_01,CHP_TA_015,OPG,OPG+,,False,
OBS_000987,2024-12-05,4,CHP,CHP_ROL_06,CHP_ROL_08,CHP_TA_018,OCC,OCC+,R03,True,R03CP04
OBS_000269,2024-12-05,4,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_008,OPG,OPG+,,False,
OBS_000270,2024-12-05,4,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_008,OPG,OPG+,,False,
OBS_000271,2024-12-05,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_015,OPG,OPG+,,False,
OBS_000272,2024-12-05,4,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_018,OPG,OPG+,,False,
OBS_000276,2024-12-05,4,PLC,PLC_ROL_02,PLC_ROL_02,PLC_TA_008,OPG,OPG+,,False,
OBS_000277,2024-12-05,4,PLC,PLC_ROL_01,PLC_ROL_01,PLC_TA_015,OPG,OPG+,,False,
OBS_000985,2024-12-05,4,PLC,PLC_ROL_09,PLC_ROL_05,PLC_TA_008,OCC,OCC-,R03,True,R03CC01
OBS_000278,2024-12-05,4,STM,STM_ROL_08,STM_ROL_08,STM_TA_004,OPG,OPG+,,False,
OBS_000279,2024-12-05,4,TME,TME_ROL_04,TME_ROL_04,TME_TA_012,OPG,OPG+,,False,
OBS_000983,2024-12-05,4,TME,TME_ROL_06,TME_ROL_06,TME_TA_010,OCC,OCC+,R03,True,R03CP06
OBS_000284,2024-12-06,4,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_019,OPG,OPG+,,False,
OBS_000285,2024-12-06,4,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_004,OPG,OPG+,,False,
OBS_000280,2024-12-06,4,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_006,OPG,OPG+,,False,
OBS_000281,2024-12-06,4,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_007,OPG,OPG+,,False,
OBS_000282,2024-12-06,4,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_018,OPG,OPG+,,False,
OBS_000283,2024-12-06,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_011,OPG,OPG+,,False,
OBS_000286,2024-12-06,4,PLC,PLC_ROL_01,PLC_ROL_01,PLC_TA_009,OPG,OPG+,,False,
OBS_000287,2024-12-06,4,PLC,PLC_ROL_03,PLC_ROL_03,PLC_TA_005,OPG,OPG+,,False,
OBS_000982,2024-12-06,4,PLC,PLC_ROL_09,PLC_ROL_05,PLC_TA_011,OCC,OCC+,R03,True,R03CP02
OBS_000288,2024-12-06,4,STM,STM_ROL_06,STM_ROL_06,STM_TA_008,OPG,OPG+,,False,
OBS_000289,2024-12-06,4,STM,STM_ROL_07,STM_ROL_07,STM_TA_016,OPG,OPG+,,False,
OBS_000290,2024-12-06,4,STM,STM_ROL_05,STM_ROL_05,STM_TA_014,OPG,OPG+,,False,
OBS_000291,2024-12-06,4,TME,TME_ROL_02,TME_ROL_02,TME_TA_013,OPG,OPG+,,False,
OBS_000990,2024-12-06,4,TME,TME_ROL_06,TME_ROL_03,TME_TA_001,OCC,OCC-,R01,True,R01CC06
OBS_000295,2024-12-07,4,CHP,CHP_ROL_06,CHP_ROL_06,CHP_TA_003,OPG,OPG+,,False,
OBS_000296,2024-12-07,4,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_007,OPG,OPG+,,False,
OBS_000297,2024-12-07,4,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_016,OPG,OPG+,,False,
OBS_000292,2024-12-07,4,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_015,OPG,OPG+,,False,
OBS_000293,2024-12-07,4,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_019,OPG,OPG-,,False,
OBS_000294,2024-12-07,4,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_015,OPG,OPG+,,False,
OBS_000992,2024-12-07,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_001,OCC,OCC-,R01,True,R01CC04
OBS_000994,2024-12-07,4,MRA,MRA_ROL_03,MRA_ROL_08,MRA_TA_021,OCC,OCC+,R01,True,R01CM04
OBS_000298,2024-12-07,4,PLC,PLC_ROL_06,PLC_ROL_06,PLC_TA_018,OPG,OPG+,,False,
OBS_000299,2024-12-07,4,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_016,OPG,OPG+,,False,
OBS_000300,2024-12-07,4,STM,STM_ROL_01,STM_ROL_01,STM_TA_002,OPG,OPG+,,False,
OBS_000301,2024-12-07,4,STM,STM_ROL_08,STM_ROL_08,STM_TA_001,OPG,OPG+,,False,
OBS_000302,2024-12-07,4,STM,STM_ROL_03,STM_ROL_03,STM_TA_015,OPG,OPG+,,False,
OBS_000997,2024-12-07,4,STM,STM_ROL_02,STM_ROL_03,STM_TA_015,OCC,OCC+,R02,True,R02CP01
OBS_000303,2024-12-07,4,TME,TME_ROL_04,TME_ROL_04,TME_TA_005,OPG,OPG+,,False,
OBS_000304,2024-12-07,4,TME,TME_ROL_05,TME_ROL_05,TME_TA_006,OPG,OPG+,,False,
OBS_000308,2024-12-08,4,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_014,OPG,OPG+,,False,
OBS_000309,2024-12-08,4,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_001,OPG,OPG+,,False,
OBS_000305,2024-12-08,4,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_021,OPG,OPG+,,False,
OBS_000306,2024-12-08,4,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_012,OPG,OPG+,,False,
OBS_000307,2024-12-08,4,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_002,OPG,OPG+,,False,
OBS_000991,2024-12-08,4,MRA,MRA_ROL_05,MRA_ROL_08,MRA_TA_021,OCC,OCC-,R01,True,R01CM02
OBS_000310,2024-12-08,4,PLC,PLC_ROL_03,PLC_ROL_03,PLC_TA_019,OPG,OPG+,,False,
OBS_000993,2024-12-08,4,PLC,PLC_ROL_10,PLC_ROL_04,PLC_TA_008,OCC,OCC+,R01,True,R01CP02
OBS_000311,2024-12-08,4,STM,STM_ROL_08,STM_ROL_08,STM_TA_001,OPG,OPG-,,False,
OBS_000312,2024-12-08,4,STM,STM_ROL_06,STM_ROL_06,STM_TA_004,OPG,OPG+,,False,
OBS_000313,2024-12-08,4,STM,STM_ROL_07,STM_ROL_07,STM_TA_005,OPG,OPG+,,False,
OBS_000314,2024-12-08,4,TME,TME_ROL_07,TME_ROL_07,TME_TA_003,OPG,OPG+,,False,
OBS_000317,2024-12-09,5,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_003,OPG,OPG+,,False,
OBS_000315,2024-12-09,5,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_011,OPG,OPG+,,False,
OBS_000316,2024-12-09,5,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_005,OPG,OPG+,,False,
OBS_001008,2024-12-09,5,MRA,MRA_ROL_02,MRA_ROL_07,MRA_TA_017,OCC,OCC+,R03,True,R03CP06
OBS_000318,2024-12-09,5,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_006,OPG,OPG+,,False,
OBS_000319,2024-12-09,5,STM,STM_ROL_04,STM_ROL_04,STM_TA_005,OPG,OPG+,,False,
OBS_000320,2024-12-09,5,STM,STM_ROL_08,STM_ROL_08,STM_TA_007,OPG,OPG-,,False,
OBS_000321,2024-12-09,5,STM,STM_ROL_02,STM_ROL_02,STM_TA_005,OPG,OPG+,,False,
OBS_000322,2024-12-09,5,TME,TME_ROL_07,TME_ROL_07,TME_TA_012,OPG,OPG+,,False,
OBS_000323,2024-12-09,5,TME,TME_ROL_06,TME_ROL_06,TME_TA_005,OPG,OPG+,,False,
OBS_000324,2024-12-09,5,TME,TME_ROL_02,TME_ROL_02,TME_TA_008,OPG,OPG+,,False,
OBS_000329,2024-12-10,5,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_016,OPG,OPG+,,False,
OBS_000325,2024-12-10,5,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_001,OPG,OPG+,,False,
OBS_000326,2024-12-10,5,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_007,OPG,OPG+,,False,
OBS_000327,2024-12-10,5,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_013,OPG,OPG+,,False,
OBS_000328,2024-12-10,5,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_008,OPG,OPG+,,False,
OBS_000330,2024-12-10,5,PLC,PLC_ROL_09,PLC_ROL_09,PLC_TA_001,OPG,OPG+,,False,
OBS_001012,2024-12-10,5,PLC,PLC_ROL_01,PLC_ROL_08,PLC_TA_016,OCC,OCC+,R02,True,R02CP03
OBS_000331,2024-12-10,5,STM,STM_ROL_03,STM_ROL_03,STM_TA_013,OPG,OPG+,,False,
OBS_000332,2024-12-10,5,STM,STM_ROL_07,STM_ROL_07,STM_TA_012,OPG,OPG+,,False,
OBS_000333,2024-12-10,5,TME,TME_ROL_08,TME_ROL_08,TME_TA_003,OPG,OPG-,,False,
OBS_000336,2024-12-11,5,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_014,OPG,OPG+,,False,
OBS_000337,2024-12-11,5,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_003,OPG,OPG+,,False,
OBS_000338,2024-12-11,5,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_020,OPG,OPG+,,False,
OBS_000334,2024-12-11,5,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_009,OPG,OPG+,,False,
OBS_000335,2024-12-11,5,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_013,OPG,OPG+,,False,
OBS_000339,2024-12-11,5,PLC,PLC_ROL_05,PLC_ROL_05,PLC_TA_003,OPG,OPG+,,False,
OBS_001007,2024-12-11,5,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_004,OCC,OCC-,R03,True,R03CC06
OBS_000340,2024-12-11,5,STM,STM_ROL_03,STM_ROL_03,STM_TA_018,OPG,OPG+,,False,
OBS_000341,2024-12-11,5,TME,TME_ROL_02,TME_ROL_02,TME_TA_010,OPG,OPG+,,False,
OBS_000342,2024-12-11,5,TME,TME_ROL_04,TME_ROL_04,TME_TA_002,OPG,OPG+,,False,
OBS_000343,2024-12-11,5,TME,TME_ROL_07,TME_ROL_07,TME_TA_004,OPG,OPG+,,False,
OBS_001004,2024-12-11,5,TME,TME_ROL_08,TME_ROL_08,TME_TA_003,OCC,OCC+,R01,True,R01CC05
OBS_000348,2024-12-12,5,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_006,OPG,OPG+,,False,
OBS_000349,2024-12-12,5,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_004,OPG,OPG+,,False,
OBS_000350,2024-12-12,5,CHP,CHP_ROL_01,CHP_ROL_01,CHP_TA_011,OPG,OPG+,,False,
OBS_001011,2024-12-12,5,CHP,CHP_ROL_05,CHP_ROL_03,CHP_TA_004,OCC,OCC-,R02,True,R02CM03
OBS_000344,2024-12-12,5,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_010,OPG,OPG+,,False,
OBS_000345,2024-12-12,5,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_004,OPG,OPG-,,False,
OBS_000346,2024-12-12,5,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_001,OPG,OPG+,,False,
OBS_000347,2024-12-12,5,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_017,OPG,OPG+,,False,
OBS_001006,2024-12-12,5,MRA,MRA_ROL_08,MRA_ROL_02,MRA_TA_009,OCC,OCC+,R03,True,R03CP01
OBS_000351,2024-12-12,5,PLC,PLC_ROL_09,PLC_ROL_09,PLC_TA_003,OPG,OPG+,,False,
OBS_000352,2024-12-12,5,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_003,OPG,OPG+,,False,
OBS_001003,2024-12-12,5,PLC,PLC_ROL_08,PLC_ROL_03,PLC_TA_014,OCC,OCC-,R01,True,R01CP04
OBS_000353,2024-12-12,5,STM,STM_ROL_06,STM_ROL_06,STM_TA_002,OPG,OPG+,,False,
OBS_000354,2024-12-12,5,STM,STM_ROL_03,STM_ROL_03,STM_TA_012,OPG,OPG+,,False,
OBS_000355,2024-12-12,5,STM,STM_ROL_02,STM_ROL_02,STM_TA_019,OPG,OPG+,,False,
OBS_000356,2024-12-12,5,TME,TME_ROL_04,TME_ROL_04,TME_TA_001,OPG,OPG-,,False,
OBS_000359,2024-12-13,5,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_014,OPG,OPG+,,False,
OBS_000357,2024-12-13,5,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_002,OPG,OPG+,,False,
OBS_000358,2024-12-13,5,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_005,OPG,OPG+,,False,
OBS_000360,2024-12-13,5,PLC,PLC_ROL_07,PLC_ROL_07,PLC_TA_011,OPG,OPG+,,False,
OBS_001009,2024-12-13,5,PLC,PLC_ROL_01,PLC_ROL_03,PLC_TA_011,OCC,OCC+,R03,True,R03CM01
OBS_001010,2024-12-13,5,PLC,PLC_ROL_03,PLC_ROL_03,PLC_TA_002,OCC,OCC-,R03,True,R03CC06
OBS_000361,2024-12-13,5,STM,STM_ROL_06,STM_ROL_06,STM_TA_004,OPG,OPG+,,False,
OBS_000362,2024-12-13,5,TME,TME_ROL_03,TME_ROL_03,TME_TA_008,OPG,OPG+,,False,
OBS_000365,2024-12-14,5,CHP,CHP_ROL_08,CHP_ROL_08,CHP_TA_001,OPG,OPG+,,False,
OBS_000366,2024-12-14,5,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_019,OPG,OPG+,,False,
OBS_000367,2024-12-14,5,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_015,OPG,OPG+,,False,
OBS_000363,2024-12-14,5,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_003,OPG,OPG+,,False,
OBS_000364,2024-12-14,5,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_010,OPG,OPG+,,False,
OBS_001002,2024-12-14,5,MRA,MRA_ROL_04,MRA_ROL_05,MRA_TA_015,OCC,OCC+,R01,True,R01CC02
OBS_000368,2024-12-14,5,PLC,PLC_ROL_04,PLC_ROL_04,PLC_TA_018,OPG,OPG+,,False,
OBS_000369,2024-12-14,5,PLC,PLC_ROL_04,PLC_ROL_04,PLC_TA_005,OPG,OPG-,,False,
OBS_000370,2024-12-14,5,STM,STM_ROL_01,STM_ROL_01,STM_TA_008,OPG,OPG+,,False,
OBS_000371,2024-12-14,5,STM,STM_ROL_01,STM_ROL_01,STM_TA_011,OPG,OPG-,,False,
OBS_000372,2024-12-14,5,TME,TME_ROL_07,TME_ROL_07,TME_TA_010,OPG,OPG-,,False,
OBS_000373,2024-12-14,5,TME,TME_ROL_04,TME_ROL_04,TME_TA_014,OPG,OPG+,,False,
OBS_000374,2024-12-14,5,TME,TME_ROL_01,TME_ROL_01,TME_TA_005,OPG,OPG+,,False,
OBS_001000,2024-12-14,5,TME,TME_ROL_02,TME_ROL_08,TME_TA_015,OCC,OCC+,R01,True,R01CC02
